amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
45,N/A,N/A,N/A,308,353,N/A,46,5
16,N/A,N/A,N/A,292,308,N/A,51,4
7,N/A,N/A,N/A,285,292,N/A,55,2
6,N/A,N/A,N/A,279,285,N/A,60,1
7,N/A,N/A,N/A,272,279,N/A,66,1
25,N/A,N/A,N/A,247,272,N/A,70,5
16,N/A,N/A,N/A,231,247,N/A,75,4
11,N/A,N/A,N/A,220,231,N/A,80,3
8,N/A,N/A,N/A,212,220,N/A,85,2
7,N/A,N/A,N/A,205,212,N/A,91,2
9,N/A,N/A,N/A,196,205,N/A,97,2
11,N/A,N/A,N/A,185,196,N/A,103,2
10,N/A,N/A,N/A,175,185,N/A,109,2
7,N/A,N/A,N/A,168,175,N/A,115,2
9,N/A,N/A,N/A,159,168,N/A,120,1
8,N/A,N/A,N/A,151,159,N/A,126,1
20,N/A,N/A,N/A,131,151,N/A,129,4
24,N/A,N/A,N/A,107,131,N/A,135,4
26,N/A,N/A,N/A,81,107,N/A,141,4
8,N/A,N/A,N/A,1517,1525,N/A,5,1
35,N/A,N/A,N/A,1482,1517,N/A,9,5
9,N/A,N/A,N/A,1473,1482,N/A,12,2
9,N/A,N/A,N/A,1464,1473,N/A,17,1
24,N/A,N/A,N/A,1440,1464,N/A,20,4
12,N/A,N/A,N/A,1428,1440,N/A,26,4
11,N/A,N/A,N/A,1417,1428,N/A,31,3
9,N/A,N/A,N/A,1408,1417,N/A,36,2
35,N/A,N/A,N/A,1373,1408,N/A,39,5
27,N/A,N/A,N/A,1346,1373,N/A,44,4
21,N/A,N/A,N/A,1325,1346,N/A,50,4
5,N/A,N/A,N/A,1320,1325,N/A,53,1
48,N/A,N/A,N/A,1272,1320,N/A,57,5
17,N/A,N/A,N/A,1255,1272,N/A,62,4
7,N/A,N/A,N/A,1248,1255,N/A,65,1
31,N/A,N/A,N/A,1217,1248,N/A,69,5
10,N/A,N/A,N/A,1207,1217,N/A,72,2
28,N/A,N/A,N/A,1179,1207,N/A,76,6
36,N/A,N/A,N/A,1143,1179,N/A,81,5
7,N/A,N/A,N/A,1136,1143,N/A,85,3
10,N/A,N/A,N/A,1126,1136,N/A,91,3
45,N/A,N/A,N/A,1081,1126,N/A,94,6
24,N/A,N/A,N/A,1057,1081,N/A,98,4
11,N/A,N/A,N/A,1046,1057,N/A,103,3
11,N/A,N/A,N/A,1035,1046,N/A,108,2
35,N/A,N/A,N/A,1000,1035,N/A,111,5
32,N/A,N/A,N/A,968,1000,N/A,117,5
9,N/A,N/A,N/A,959,968,N/A,121,3
7,N/A,N/A,N/A,952,959,N/A,125,1
5,N/A,N/A,N/A,947,952,N/A,131,1
7,N/A,N/A,N/A,764,771,N/A,6,2
42,N/A,N/A,N/A,722,764,N/A,10,6
5,N/A,N/A,N/A,717,722,N/A,16,0
9,N/A,N/A,N/A,708,717,N/A,19,3
36,N/A,N/A,N/A,672,708,N/A,22,6
8,N/A,N/A,N/A,664,672,N/A,28,0
35,N/A,N/A,N/A,629,664,N/A,34,6
43,N/A,N/A,N/A,586,629,N/A,39,5
37,N/A,N/A,N/A,549,586,N/A,45,5
35,N/A,N/A,N/A,514,549,N/A,51,5
11,N/A,N/A,N/A,503,514,N/A,54,2
38,N/A,N/A,N/A,465,503,N/A,58,6
9,N/A,N/A,N/A,456,465,N/A,61,3
28,N/A,N/A,N/A,428,456,N/A,64,6
5,N/A,N/A,N/A,423,428,N/A,70,0
49,N/A,N/A,N/A,374,423,N/A,76,6
20,N/A,N/A,N/A,354,374,N/A,80,4
11,N/A,N/A,N/A,343,354,N/A,85,3
7,N/A,N/A,N/A,336,343,N/A,90,2
40,N/A,N/A,N/A,296,336,N/A,94,6
19,N/A,N/A,N/A,277,296,N/A,98,4
7,N/A,N/A,N/A,270,277,N/A,103,3
7,N/A,N/A,N/A,263,270,N/A,109,3
7,N/A,N/A,N/A,256,263,N/A,113,1
36,N/A,N/A,N/A,220,256,N/A,117,5
41,N/A,N/A,N/A,179,220,N/A,123,5
9,N/A,N/A,N/A,170,179,N/A,127,3
27,N/A,N/A,N/A,143,170,N/A,130,6
11,N/A,N/A,N/A,132,143,N/A,134,4
8,N/A,N/A,N/A,124,132,N/A,138,2
24,N/A,N/A,N/A,858,882,N/A,3,4
11,N/A,N/A,N/A,847,858,N/A,7,2
11,N/A,N/A,N/A,836,847,N/A,13,2
48,N/A,N/A,N/A,788,836,N/A,17,6
41,N/A,N/A,N/A,747,788,N/A,22,5
21,N/A,N/A,N/A,726,747,N/A,27,4
8,N/A,N/A,N/A,718,726,N/A,30,1
7,N/A,N/A,N/A,711,718,N/A,36,1
48,N/A,N/A,N/A,663,711,N/A,40,5
28,N/A,N/A,N/A,635,663,N/A,46,5
8,N/A,N/A,N/A,627,635,N/A,50,3
6,N/A,N/A,N/A,621,627,N/A,54,1
38,N/A,N/A,N/A,583,621,N/A,58,5
8,N/A,N/A,N/A,575,583,N/A,62,3
8,N/A,N/A,N/A,567,575,N/A,68,3
6,N/A,N/A,N/A,561,567,N/A,72,1
25,N/A,N/A,N/A,536,561,N/A,76,5
21,N/A,N/A,N/A,515,536,N/A,81,4
26,N/A,N/A,N/A,489,515,N/A,87,4
8,N/A,N/A,N/A,481,489,N/A,91,2
43,N/A,N/A,N/A,438,481,N/A,94,5
46,N/A,N/A,N/A,392,438,N/A,100,5
11,N/A,N/A,N/A,381,392,N/A,104,3
8,N/A,N/A,N/A,373,381,N/A,110,3
47,N/A,N/A,N/A,326,373,N/A,113,6
21,N/A,N/A,N/A,305,326,N/A,117,4
10,N/A,N/A,N/A,295,305,N/A,121,2
39,N/A,N/A,N/A,256,295,N/A,125,6
10,N/A,N/A,N/A,246,256,N/A,128,3
5,N/A,N/A,N/A,241,246,N/A,132,1
8,N/A,N/A,N/A,1252,1260,N/A,5,2
40,N/A,N/A,N/A,1212,1252,N/A,9,6
11,N/A,N/A,N/A,1201,1212,N/A,13,4
15,N/A,N/A,N/A,1186,1201,N/A,19,4
6,N/A,N/A,N/A,1180,1186,N/A,22,1
26,N/A,N/A,N/A,1154,1180,N/A,27,6
40,N/A,N/A,N/A,1114,1154,N/A,32,5
41,N/A,N/A,N/A,1073,1114,N/A,38,5
45,N/A,N/A,N/A,1028,1073,N/A,44,5
11,N/A,N/A,N/A,1017,1028,N/A,48,3
6,N/A,N/A,N/A,1011,1017,N/A,52,1
44,N/A,N/A,N/A,967,1011,N/A,57,6
10,N/A,N/A,N/A,957,967,N/A,60,3
42,N/A,N/A,N/A,915,957,N/A,63,6
45,N/A,N/A,N/A,870,915,N/A,68,5
8,N/A,N/A,N/A,862,870,N/A,71,2
7,N/A,N/A,N/A,855,862,N/A,77,2
9,N/A,N/A,N/A,846,855,N/A,83,2
25,N/A,N/A,N/A,821,846,N/A,87,6
6,N/A,N/A,N/A,815,821,N/A,93,0
39,N/A,N/A,N/A,776,815,N/A,99,6
7,N/A,N/A,N/A,769,776,N/A,102,3
33,N/A,N/A,N/A,736,769,N/A,105,6
13,N/A,N/A,N/A,723,736,N/A,109,4
10,N/A,N/A,N/A,713,723,N/A,114,3
10,N/A,N/A,N/A,703,713,N/A,120,3
6,N/A,N/A,N/A,697,703,N/A,124,1
20,N/A,N/A,N/A,677,697,N/A,127,4
7,N/A,N/A,N/A,670,677,N/A,131,2
30,N/A,N/A,N/A,640,670,N/A,134,5
6,N/A,N/A,N/A,1076,1082,N/A,3,1
40,N/A,N/A,N/A,1036,1076,N/A,8,6
21,N/A,N/A,N/A,1015,1036,N/A,12,4
10,N/A,N/A,N/A,1005,1015,N/A,18,4
10,N/A,N/A,N/A,995,1005,N/A,22,2
36,N/A,N/A,N/A,959,995,N/A,26,6
9,N/A,N/A,N/A,950,959,N/A,29,3
9,N/A,N/A,N/A,941,950,N/A,34,2
8,N/A,N/A,N/A,933,941,N/A,39,1
35,N/A,N/A,N/A,898,933,N/A,44,6
7,N/A,N/A,N/A,891,898,N/A,50,0
8,N/A,N/A,N/A,883,891,N/A,53,3
41,N/A,N/A,N/A,842,883,N/A,56,6
6,N/A,N/A,N/A,836,842,N/A,62,0
41,N/A,N/A,N/A,795,836,N/A,68,6
21,N/A,N/A,N/A,774,795,N/A,72,4
9,N/A,N/A,N/A,765,774,N/A,77,3
9,N/A,N/A,N/A,756,765,N/A,82,2
7,N/A,N/A,N/A,749,756,N/A,87,1
43,N/A,N/A,N/A,706,749,N/A,91,5
11,N/A,N/A,N/A,695,706,N/A,95,3
7,N/A,N/A,N/A,688,695,N/A,99,1
25,N/A,N/A,N/A,663,688,N/A,102,4
5,N/A,N/A,N/A,658,663,N/A,105,1
30,N/A,N/A,N/A,628,658,N/A,110,6
6,N/A,N/A,N/A,622,628,N/A,116,0
11,N/A,N/A,N/A,611,622,N/A,119,3
5,N/A,N/A,N/A,606,611,N/A,123,1
31,N/A,N/A,N/A,575,606,N/A,128,6
44,N/A,N/A,N/A,531,575,N/A,133,5
20,N/A,N/A,N/A,1084,1104,N/A,3,4
8,N/A,N/A,N/A,1076,1084,N/A,7,2
37,N/A,N/A,N/A,1039,1076,N/A,11,6
7,N/A,N/A,N/A,1032,1039,N/A,14,3
10,N/A,N/A,N/A,1022,1032,N/A,20,3
39,N/A,N/A,N/A,983,1022,N/A,23,6
8,N/A,N/A,N/A,975,983,N/A,29,0
28,N/A,N/A,N/A,947,975,N/A,34,5
36,N/A,N/A,N/A,911,947,N/A,40,5
9,N/A,N/A,N/A,902,911,N/A,44,3
10,N/A,N/A,N/A,892,902,N/A,49,2
11,N/A,N/A,N/A,881,892,N/A,55,2
37,N/A,N/A,N/A,844,881,N/A,58,5
10,N/A,N/A,N/A,834,844,N/A,62,3
11,N/A,N/A,N/A,823,834,N/A,67,2
11,N/A,N/A,N/A,812,823,N/A,73,2
6,N/A,N/A,N/A,806,812,N/A,78,1
6,N/A,N/A,N/A,800,806,N/A,84,1
7,N/A,N/A,N/A,793,800,N/A,90,1
8,N/A,N/A,N/A,785,793,N/A,96,1
30,N/A,N/A,N/A,755,785,N/A,101,6
23,N/A,N/A,N/A,732,755,N/A,105,4
15,N/A,N/A,N/A,717,732,N/A,111,4
9,N/A,N/A,N/A,708,717,N/A,116,3
34,N/A,N/A,N/A,674,708,N/A,119,6
9,N/A,N/A,N/A,665,674,N/A,122,3
43,N/A,N/A,N/A,622,665,N/A,125,6
10,N/A,N/A,N/A,612,622,N/A,128,3
11,N/A,N/A,N/A,601,612,N/A,134,3
7,N/A,N/A,N/A,594,601,N/A,138,1
11,N/A,N/A,N/A,1496,1507,N/A,5,2
7,N/A,N/A,N/A,1489,1496,N/A,11,2
39,N/A,N/A,N/A,1450,1489,N/A,14,5
9,N/A,N/A,N/A,1441,1450,N/A,17,2
37,N/A,N/A,N/A,1404,1441,N/A,21,6
45,N/A,N/A,N/A,1359,1404,N/A,26,5
28,N/A,N/A,N/A,1331,1359,N/A,31,4
7,N/A,N/A,N/A,1324,1331,N/A,35,2
5,N/A,N/A,N/A,1319,1324,N/A,40,1
36,N/A,N/A,N/A,1283,1319,N/A,45,6
11,N/A,N/A,N/A,1272,1283,N/A,49,4
21,N/A,N/A,N/A,1251,1272,N/A,55,4
9,N/A,N/A,N/A,1242,1251,N/A,58,1
5,N/A,N/A,N/A,1237,1242,N/A,64,1
5,N/A,N/A,N/A,1232,1237,N/A,70,1
27,N/A,N/A,N/A,1205,1232,N/A,74,5
26,N/A,N/A,N/A,1179,1205,N/A,79,4
21,N/A,N/A,N/A,1158,1179,N/A,85,4
20,N/A,N/A,N/A,1138,1158,N/A,91,4
6,N/A,N/A,N/A,1132,1138,N/A,94,1
22,N/A,N/A,N/A,1110,1132,N/A,97,4
21,N/A,N/A,N/A,1089,1110,N/A,103,4
7,N/A,N/A,N/A,1082,1089,N/A,108,3
26,N/A,N/A,N/A,1056,1082,N/A,111,6
33,N/A,N/A,N/A,1023,1056,N/A,116,5
8,N/A,N/A,N/A,1015,1023,N/A,120,3
10,N/A,N/A,N/A,1005,1015,N/A,126,3
9,N/A,N/A,N/A,996,1005,N/A,130,1
36,N/A,N/A,N/A,960,996,N/A,134,5
8,N/A,N/A,N/A,952,960,N/A,137,2
6,N/A,N/A,N/A,545,551,N/A,4,1
8,N/A,N/A,N/A,537,545,N/A,10,1
27,N/A,N/A,N/A,510,537,N/A,13,4
7,N/A,N/A,N/A,503,510,N/A,18,3
36,N/A,N/A,N/A,467,503,N/A,21,6
6,N/A,N/A,N/A,461,467,N/A,27,0
49,N/A,N/A,N/A,412,461,N/A,33,6
10,N/A,N/A,N/A,402,412,N/A,37,4
14,N/A,N/A,N/A,388,402,N/A,43,4
11,N/A,N/A,N/A,377,388,N/A,48,3
8,N/A,N/A,N/A,369,377,N/A,53,2
26,N/A,N/A,N/A,343,369,N/A,56,5
7,N/A,N/A,N/A,336,343,N/A,59,2
40,N/A,N/A,N/A,296,336,N/A,62,5
11,N/A,N/A,N/A,285,296,N/A,66,3
27,N/A,N/A,N/A,258,285,N/A,69,6
7,N/A,N/A,N/A,251,258,N/A,75,0
25,N/A,N/A,N/A,226,251,N/A,80,5
9,N/A,N/A,N/A,217,226,N/A,84,3
5,N/A,N/A,N/A,212,217,N/A,88,1
47,N/A,N/A,N/A,165,212,N/A,92,5
10,N/A,N/A,N/A,155,165,N/A,96,3
9,N/A,N/A,N/A,146,155,N/A,102,3
5,N/A,N/A,N/A,141,146,N/A,106,1
32,N/A,N/A,N/A,109,141,N/A,110,5
11,N/A,N/A,N/A,98,109,N/A,114,3
49,N/A,N/A,N/A,49,98,N/A,117,6
9,N/A,N/A,N/A,40,49,N/A,123,0
25,N/A,N/A,N/A,15,40,N/A,128,5
20,N/A,N/A,N/A,-5,15,N/A,133,4
16,N/A,N/A,N/A,877,893,N/A,3,4
26,N/A,N/A,N/A,851,877,N/A,9,4
7,N/A,N/A,N/A,844,851,N/A,12,1
36,N/A,N/A,N/A,808,844,N/A,17,6
11,N/A,N/A,N/A,797,808,N/A,20,3
8,N/A,N/A,N/A,789,797,N/A,24,1
24,N/A,N/A,N/A,765,789,N/A,27,4
8,N/A,N/A,N/A,757,765,N/A,32,3
10,N/A,N/A,N/A,747,757,N/A,37,2
7,N/A,N/A,N/A,740,747,N/A,43,2
9,N/A,N/A,N/A,731,740,N/A,49,2
45,N/A,N/A,N/A,686,731,N/A,53,6
8,N/A,N/A,N/A,678,686,N/A,56,3
39,N/A,N/A,N/A,639,678,N/A,59,6
6,N/A,N/A,N/A,633,639,N/A,65,0
49,N/A,N/A,N/A,584,633,N/A,71,6
8,N/A,N/A,N/A,576,584,N/A,77,0
24,N/A,N/A,N/A,552,576,N/A,81,4
18,N/A,N/A,N/A,534,552,N/A,87,4
14,N/A,N/A,N/A,520,534,N/A,93,4
20,N/A,N/A,N/A,500,520,N/A,99,4
11,N/A,N/A,N/A,489,500,N/A,103,2
7,N/A,N/A,N/A,482,489,N/A,108,1
48,N/A,N/A,N/A,434,482,N/A,113,6
42,N/A,N/A,N/A,392,434,N/A,118,5
11,N/A,N/A,N/A,381,392,N/A,121,2
25,N/A,N/A,N/A,356,381,N/A,124,5
7,N/A,N/A,N/A,349,356,N/A,127,2
44,N/A,N/A,N/A,305,349,N/A,130,5
48,N/A,N/A,N/A,257,305,N/A,136,5
10,N/A,N/A,N/A,1875,1885,N/A,5,4
14,N/A,N/A,N/A,1861,1875,N/A,11,4
10,N/A,N/A,N/A,1851,1861,N/A,17,4
9,N/A,N/A,N/A,1842,1851,N/A,21,2
49,N/A,N/A,N/A,1793,1842,N/A,24,5
32,N/A,N/A,N/A,1761,1793,N/A,30,5
11,N/A,N/A,N/A,1750,1761,N/A,34,3
7,N/A,N/A,N/A,1743,1750,N/A,39,2
7,N/A,N/A,N/A,1736,1743,N/A,45,2
7,N/A,N/A,N/A,1729,1736,N/A,50,1
8,N/A,N/A,N/A,1721,1729,N/A,56,1
49,N/A,N/A,N/A,1672,1721,N/A,61,6
8,N/A,N/A,N/A,1664,1672,N/A,64,3
25,N/A,N/A,N/A,1639,1664,N/A,67,6
49,N/A,N/A,N/A,1590,1639,N/A,72,5
48,N/A,N/A,N/A,1542,1590,N/A,78,5
14,N/A,N/A,N/A,1528,1542,N/A,83,4
7,N/A,N/A,N/A,1521,1528,N/A,86,1
28,N/A,N/A,N/A,1493,1521,N/A,91,6
45,N/A,N/A,N/A,1448,1493,N/A,96,5
29,N/A,N/A,N/A,1419,1448,N/A,102,5
9,N/A,N/A,N/A,1410,1419,N/A,106,3
10,N/A,N/A,N/A,1400,1410,N/A,112,3
5,N/A,N/A,N/A,1395,1400,N/A,116,1
9,N/A,N/A,N/A,1386,1395,N/A,122,1
27,N/A,N/A,N/A,1359,1386,N/A,127,6
7,N/A,N/A,N/A,1352,1359,N/A,130,3
11,N/A,N/A,N/A,1341,1352,N/A,136,3
7,N/A,N/A,N/A,1334,1341,N/A,142,3
11,N/A,N/A,N/A,1323,1334,N/A,147,2
37,N/A,N/A,N/A,1153,1190,N/A,4,6
11,N/A,N/A,N/A,1142,1153,N/A,8,4
6,N/A,N/A,N/A,1136,1142,N/A,11,1
36,N/A,N/A,N/A,1100,1136,N/A,15,5
42,N/A,N/A,N/A,1058,1100,N/A,21,5
10,N/A,N/A,N/A,1048,1058,N/A,25,3
8,N/A,N/A,N/A,1040,1048,N/A,29,1
41,N/A,N/A,N/A,999,1040,N/A,34,6
46,N/A,N/A,N/A,953,999,N/A,39,5
43,N/A,N/A,N/A,910,953,N/A,45,5
11,N/A,N/A,N/A,899,910,N/A,49,3
5,N/A,N/A,N/A,894,899,N/A,53,1
9,N/A,N/A,N/A,885,894,N/A,59,1
46,N/A,N/A,N/A,839,885,N/A,64,6
7,N/A,N/A,N/A,832,839,N/A,67,3
25,N/A,N/A,N/A,807,832,N/A,70,6
37,N/A,N/A,N/A,770,807,N/A,75,5
11,N/A,N/A,N/A,759,770,N/A,79,3
8,N/A,N/A,N/A,751,759,N/A,84,2
5,N/A,N/A,N/A,746,751,N/A,89,1
5,N/A,N/A,N/A,741,746,N/A,95,1
45,N/A,N/A,N/A,696,741,N/A,100,6
27,N/A,N/A,N/A,669,696,N/A,105,5
8,N/A,N/A,N/A,661,669,N/A,108,2
6,N/A,N/A,N/A,655,661,N/A,113,1
48,N/A,N/A,N/A,607,655,N/A,117,5
10,N/A,N/A,N/A,597,607,N/A,121,3
28,N/A,N/A,N/A,569,597,N/A,124,6
9,N/A,N/A,N/A,560,569,N/A,130,0
48,N/A,N/A,N/A,512,560,N/A,135,5
9,N/A,N/A,N/A,1502,1511,N/A,6,3
6,N/A,N/A,N/A,1496,1502,N/A,10,1
7,N/A,N/A,N/A,1489,1496,N/A,16,1
28,N/A,N/A,N/A,1461,1489,N/A,19,4
15,N/A,N/A,N/A,1446,1461,N/A,25,4
11,N/A,N/A,N/A,1435,1446,N/A,29,2
47,N/A,N/A,N/A,1388,1435,N/A,32,5
7,N/A,N/A,N/A,1381,1388,N/A,36,3
8,N/A,N/A,N/A,1373,1381,N/A,41,2
9,N/A,N/A,N/A,1364,1373,N/A,46,1
8,N/A,N/A,N/A,1356,1364,N/A,52,1
48,N/A,N/A,N/A,1308,1356,N/A,56,5
11,N/A,N/A,N/A,1297,1308,N/A,60,3
49,N/A,N/A,N/A,1248,1297,N/A,63,6
43,N/A,N/A,N/A,1205,1248,N/A,68,5
8,N/A,N/A,N/A,1197,1205,N/A,72,3
9,N/A,N/A,N/A,1188,1197,N/A,78,3
8,N/A,N/A,N/A,1180,1188,N/A,82,1
23,N/A,N/A,N/A,1157,1180,N/A,85,4
7,N/A,N/A,N/A,1150,1157,N/A,89,2
10,N/A,N/A,N/A,1140,1150,N/A,95,2
41,N/A,N/A,N/A,1099,1140,N/A,99,6
10,N/A,N/A,N/A,1089,1099,N/A,102,3
28,N/A,N/A,N/A,1061,1089,N/A,105,6
30,N/A,N/A,N/A,1031,1061,N/A,110,5
8,N/A,N/A,N/A,1023,1031,N/A,114,3
41,N/A,N/A,N/A,982,1023,N/A,117,6
6,N/A,N/A,N/A,976,982,N/A,123,0
30,N/A,N/A,N/A,946,976,N/A,128,5
8,N/A,N/A,N/A,938,946,N/A,132,3
6,N/A,N/A,N/A,1698,1704,N/A,3,1
42,N/A,N/A,N/A,1656,1698,N/A,8,6
11,N/A,N/A,N/A,1645,1656,N/A,11,3
44,N/A,N/A,N/A,1601,1645,N/A,14,6
18,N/A,N/A,N/A,1583,1601,N/A,18,4
11,N/A,N/A,N/A,1572,1583,N/A,24,4
26,N/A,N/A,N/A,1546,1572,N/A,30,4
8,N/A,N/A,N/A,1538,1546,N/A,35,3
11,N/A,N/A,N/A,1527,1538,N/A,40,2
27,N/A,N/A,N/A,1500,1527,N/A,43,5
11,N/A,N/A,N/A,1489,1500,N/A,46,2
5,N/A,N/A,N/A,1484,1489,N/A,51,1
18,N/A,N/A,N/A,1466,1484,N/A,54,4
6,N/A,N/A,N/A,1460,1466,N/A,57,1
14,N/A,N/A,N/A,1446,1460,N/A,60,4
21,N/A,N/A,N/A,1425,1446,N/A,66,4
28,N/A,N/A,N/A,1397,1425,N/A,72,4
10,N/A,N/A,N/A,1387,1397,N/A,78,4
7,N/A,N/A,N/A,1380,1387,N/A,83,3
11,N/A,N/A,N/A,1369,1380,N/A,89,3
27,N/A,N/A,N/A,1342,1369,N/A,92,6
11,N/A,N/A,N/A,1331,1342,N/A,95,3
11,N/A,N/A,N/A,1320,1331,N/A,101,3
11,N/A,N/A,N/A,1309,1320,N/A,107,3
35,N/A,N/A,N/A,1274,1309,N/A,110,6
9,N/A,N/A,N/A,1265,1274,N/A,116,0
11,N/A,N/A,N/A,1254,1265,N/A,119,3
7,N/A,N/A,N/A,1247,1254,N/A,125,3
30,N/A,N/A,N/A,1217,1247,N/A,128,6
49,N/A,N/A,N/A,1168,1217,N/A,133,5
28,N/A,N/A,N/A,1645,1673,N/A,6,6
47,N/A,N/A,N/A,1598,1645,N/A,11,5
9,N/A,N/A,N/A,1589,1598,N/A,15,3
7,N/A,N/A,N/A,1582,1589,N/A,21,3
7,N/A,N/A,N/A,1575,1582,N/A,26,2
8,N/A,N/A,N/A,1567,1575,N/A,32,2
42,N/A,N/A,N/A,1525,1567,N/A,36,6
20,N/A,N/A,N/A,1505,1525,N/A,40,4
7,N/A,N/A,N/A,1498,1505,N/A,43,1
28,N/A,N/A,N/A,1470,1498,N/A,48,6
22,N/A,N/A,N/A,1448,1470,N/A,52,4
7,N/A,N/A,N/A,1441,1448,N/A,57,3
7,N/A,N/A,N/A,1434,1441,N/A,61,1
6,N/A,N/A,N/A,1428,1434,N/A,67,1
26,N/A,N/A,N/A,1402,1428,N/A,71,5
26,N/A,N/A,N/A,1376,1402,N/A,77,5
25,N/A,N/A,N/A,1351,1376,N/A,83,5
7,N/A,N/A,N/A,1344,1351,N/A,86,2
41,N/A,N/A,N/A,1303,1344,N/A,89,5
16,N/A,N/A,N/A,1287,1303,N/A,94,4
14,N/A,N/A,N/A,1273,1287,N/A,100,4
9,N/A,N/A,N/A,1264,1273,N/A,105,3
8,N/A,N/A,N/A,1256,1264,N/A,110,2
9,N/A,N/A,N/A,1247,1256,N/A,116,2
7,N/A,N/A,N/A,1240,1247,N/A,122,2
31,N/A,N/A,N/A,1209,1240,N/A,125,5
23,N/A,N/A,N/A,1186,1209,N/A,130,4
10,N/A,N/A,N/A,1176,1186,N/A,135,3
7,N/A,N/A,N/A,1169,1176,N/A,139,1
14,N/A,N/A,N/A,1155,1169,N/A,142,4
10,N/A,N/A,N/A,551,561,N/A,6,3
9,N/A,N/A,N/A,542,551,N/A,10,1
31,N/A,N/A,N/A,511,542,N/A,15,6
32,N/A,N/A,N/A,479,511,N/A,20,5
11,N/A,N/A,N/A,468,479,N/A,24,3
7,N/A,N/A,N/A,461,468,N/A,29,2
11,N/A,N/A,N/A,450,461,N/A,35,2
31,N/A,N/A,N/A,419,450,N/A,39,6
5,N/A,N/A,N/A,414,419,N/A,45,0
35,N/A,N/A,N/A,379,414,N/A,50,5
10,N/A,N/A,N/A,369,379,N/A,53,2
43,N/A,N/A,N/A,326,369,N/A,57,6
11,N/A,N/A,N/A,315,326,N/A,61,4
11,N/A,N/A,N/A,304,315,N/A,65,2
33,N/A,N/A,N/A,271,304,N/A,69,6
42,N/A,N/A,N/A,229,271,N/A,74,5
8,N/A,N/A,N/A,221,229,N/A,78,3
7,N/A,N/A,N/A,214,221,N/A,83,2
11,N/A,N/A,N/A,203,214,N/A,89,2
35,N/A,N/A,N/A,168,203,N/A,93,6
6,N/A,N/A,N/A,162,168,N/A,99,0
9,N/A,N/A,N/A,153,162,N/A,102,3
9,N/A,N/A,N/A,144,153,N/A,106,1
8,N/A,N/A,N/A,136,144,N/A,112,1
8,N/A,N/A,N/A,128,136,N/A,118,1
28,N/A,N/A,N/A,100,128,N/A,123,6
44,N/A,N/A,N/A,56,100,N/A,128,5
12,N/A,N/A,N/A,44,56,N/A,133,4
18,N/A,N/A,N/A,26,44,N/A,139,4
11,N/A,N/A,N/A,15,26,N/A,144,3
12,N/A,N/A,N/A,747,759,N/A,3,4
20,N/A,N/A,N/A,727,747,N/A,9,4
25,N/A,N/A,N/A,702,727,N/A,15,4
19,N/A,N/A,N/A,683,702,N/A,21,4
8,N/A,N/A,N/A,675,683,N/A,24,1
25,N/A,N/A,N/A,650,675,N/A,27,4
19,N/A,N/A,N/A,631,650,N/A,33,4
7,N/A,N/A,N/A,624,631,N/A,38,3
29,N/A,N/A,N/A,595,624,N/A,41,6
31,N/A,N/A,N/A,564,595,N/A,46,5
10,N/A,N/A,N/A,554,564,N/A,49,2
