amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
3122,N/A,N/A,N/A,-2291,831,N/A,129,3
3144,N/A,N/A,N/A,-1635,1509,N/A,107,3
3126,N/A,N/A,N/A,-1385,1741,N/A,125,2
3089,N/A,N/A,N/A,-1299,1790,N/A,104,4
3083,N/A,N/A,N/A,-2469,614,N/A,110,0
3003,N/A,N/A,N/A,-1571,1432,N/A,105,1
3121,N/A,N/A,N/A,-2163,958,N/A,104,1
3059,N/A,N/A,N/A,-2196,863,N/A,102,0
3108,N/A,N/A,N/A,-1195,1913,N/A,102,4
3032,N/A,N/A,N/A,-2380,652,N/A,117,5
3096,N/A,N/A,N/A,-1403,1693,N/A,100,0
3061,N/A,N/A,N/A,-1650,1411,N/A,119,3
3005,N/A,N/A,N/A,-1464,1541,N/A,112,3
3058,N/A,N/A,N/A,-1978,1080,N/A,112,1
3015,N/A,N/A,N/A,-1904,1111,N/A,105,1
3040,N/A,N/A,N/A,-1321,1719,N/A,122,0
3137,N/A,N/A,N/A,-2151,986,N/A,103,3
3079,N/A,N/A,N/A,-2377,702,N/A,117,5
3119,N/A,N/A,N/A,-2135,984,N/A,110,4
3115,N/A,N/A,N/A,-2110,1005,N/A,119,5
3006,N/A,N/A,N/A,-2290,716,N/A,110,1
3110,N/A,N/A,N/A,-1662,1448,N/A,120,1
3135,N/A,N/A,N/A,-1309,1826,N/A,127,2
3068,N/A,N/A,N/A,-1493,1575,N/A,126,0
3148,N/A,N/A,N/A,-2783,365,N/A,120,2
3011,N/A,N/A,N/A,-1151,1860,N/A,111,0
3036,N/A,N/A,N/A,-2382,654,N/A,127,0
3015,N/A,N/A,N/A,-2566,449,N/A,121,0
3043,N/A,N/A,N/A,-1407,1636,N/A,125,3
3002,N/A,N/A,N/A,-1933,1069,N/A,107,1
3016,N/A,N/A,N/A,-1060,1956,N/A,108,5
3076,N/A,N/A,N/A,-2350,726,N/A,105,0
3118,N/A,N/A,N/A,-1376,1742,N/A,104,2
3087,N/A,N/A,N/A,-1410,1677,N/A,119,4
3139,N/A,N/A,N/A,-1632,1507,N/A,116,1
3032,N/A,N/A,N/A,-1856,1176,N/A,123,2
3103,N/A,N/A,N/A,-1956,1147,N/A,125,2
3148,N/A,N/A,N/A,-1602,1546,N/A,126,2
3045,N/A,N/A,N/A,-1234,1811,N/A,115,0
3047,N/A,N/A,N/A,-1198,1849,N/A,110,1
3140,N/A,N/A,N/A,-1196,1944,N/A,115,2
3071,N/A,N/A,N/A,-2505,566,N/A,125,5
3134,N/A,N/A,N/A,-2084,1050,N/A,115,3
3035,N/A,N/A,N/A,-1741,1294,N/A,126,5
3067,N/A,N/A,N/A,-1696,1371,N/A,118,2
3026,N/A,N/A,N/A,-2021,1005,N/A,127,1
3149,N/A,N/A,N/A,-2256,893,N/A,117,2
3096,N/A,N/A,N/A,-1868,1228,N/A,107,1
3118,N/A,N/A,N/A,-2599,519,N/A,112,1
3029,N/A,N/A,N/A,-1893,1136,N/A,102,1
3024,N/A,N/A,N/A,-1203,1821,N/A,125,0
3045,N/A,N/A,N/A,-2700,345,N/A,116,4
3064,N/A,N/A,N/A,-2384,680,N/A,108,2
3009,N/A,N/A,N/A,-1142,1867,N/A,119,0
3075,N/A,N/A,N/A,-2289,786,N/A,123,0
3049,N/A,N/A,N/A,-1526,1523,N/A,118,2
3027,N/A,N/A,N/A,-1201,1826,N/A,108,4
3097,N/A,N/A,N/A,-1906,1191,N/A,110,2
3058,N/A,N/A,N/A,-1258,1800,N/A,102,0
3130,N/A,N/A,N/A,-2646,484,N/A,122,3
3115,N/A,N/A,N/A,-2040,1075,N/A,123,3
3057,N/A,N/A,N/A,-1397,1660,N/A,121,4
3100,N/A,N/A,N/A,-1937,1163,N/A,124,1
3031,N/A,N/A,N/A,-1232,1799,N/A,101,0
3070,N/A,N/A,N/A,-1096,1974,N/A,101,3
3144,N/A,N/A,N/A,-1788,1356,N/A,104,2
3045,N/A,N/A,N/A,-2184,861,N/A,129,1
3014,N/A,N/A,N/A,-1973,1041,N/A,102,1
3089,N/A,N/A,N/A,-2064,1025,N/A,102,0
3116,N/A,N/A,N/A,-2573,543,N/A,125,1
3054,N/A,N/A,N/A,-1528,1526,N/A,115,5
3010,N/A,N/A,N/A,-1362,1648,N/A,120,1
3114,N/A,N/A,N/A,-1922,1192,N/A,111,2
3062,N/A,N/A,N/A,-1770,1292,N/A,100,1
3040,N/A,N/A,N/A,-1887,1153,N/A,120,2
3060,N/A,N/A,N/A,-1467,1593,N/A,117,2
3087,N/A,N/A,N/A,-1619,1468,N/A,113,5
3033,N/A,N/A,N/A,-1244,1789,N/A,109,0
3013,N/A,N/A,N/A,-1979,1034,N/A,114,4
3149,N/A,N/A,N/A,-2069,1080,N/A,118,1
3101,N/A,N/A,N/A,-1225,1876,N/A,121,1
3076,N/A,N/A,N/A,-2692,384,N/A,109,4
3012,N/A,N/A,N/A,-1366,1646,N/A,120,1
3126,N/A,N/A,N/A,-1390,1736,N/A,128,0
3028,N/A,N/A,N/A,-1106,1922,N/A,118,5
3015,N/A,N/A,N/A,-1681,1334,N/A,113,0
3144,N/A,N/A,N/A,-1642,1502,N/A,110,4
3125,N/A,N/A,N/A,-1298,1827,N/A,120,3
3048,N/A,N/A,N/A,-1199,1849,N/A,102,0
3099,N/A,N/A,N/A,-2241,858,N/A,126,1
3076,N/A,N/A,N/A,-2199,877,N/A,101,1
3017,N/A,N/A,N/A,-2550,467,N/A,105,0
3118,N/A,N/A,N/A,-1951,1167,N/A,124,3
3137,N/A,N/A,N/A,-1262,1875,N/A,107,0
3045,N/A,N/A,N/A,-1567,1478,N/A,102,5
3034,N/A,N/A,N/A,-1693,1341,N/A,121,4
3148,N/A,N/A,N/A,-2006,1142,N/A,129,2
3086,N/A,N/A,N/A,-1246,1840,N/A,115,5
3106,N/A,N/A,N/A,-2562,544,N/A,122,4
3022,N/A,N/A,N/A,-1975,1047,N/A,113,2
3134,N/A,N/A,N/A,-1235,1899,N/A,122,3
3070,N/A,N/A,N/A,-1302,1768,N/A,120,1
3120,N/A,N/A,N/A,-2125,995,N/A,109,1
3127,N/A,N/A,N/A,-2701,426,N/A,129,4
3094,N/A,N/A,N/A,-2609,485,N/A,124,3
3031,N/A,N/A,N/A,-1512,1519,N/A,106,4
3125,N/A,N/A,N/A,-1867,1258,N/A,107,3
3041,N/A,N/A,N/A,-1981,1060,N/A,121,2
3127,N/A,N/A,N/A,-2741,386,N/A,109,1
3140,N/A,N/A,N/A,-1454,1686,N/A,119,1
3077,N/A,N/A,N/A,-1816,1261,N/A,119,4
3093,N/A,N/A,N/A,-1745,1348,N/A,108,3
3081,N/A,N/A,N/A,-2272,809,N/A,128,0
3022,N/A,N/A,N/A,-1609,1413,N/A,111,3
3134,N/A,N/A,N/A,-1672,1462,N/A,123,2
3065,N/A,N/A,N/A,-2503,562,N/A,120,4
3013,N/A,N/A,N/A,-2014,999,N/A,113,1
3018,N/A,N/A,N/A,-2673,345,N/A,117,3
3101,N/A,N/A,N/A,-1714,1387,N/A,114,1
3035,N/A,N/A,N/A,-1959,1076,N/A,125,5
3082,N/A,N/A,N/A,-2728,354,N/A,101,1
3108,N/A,N/A,N/A,-1418,1690,N/A,119,3
3126,N/A,N/A,N/A,-2475,651,N/A,101,1
3051,N/A,N/A,N/A,-2230,821,N/A,123,4
3032,N/A,N/A,N/A,-2567,465,N/A,100,1
3018,N/A,N/A,N/A,-1462,1556,N/A,127,0
3054,N/A,N/A,N/A,-1620,1434,N/A,125,0
3100,N/A,N/A,N/A,-2462,638,N/A,109,3
3050,N/A,N/A,N/A,-2571,479,N/A,110,5
3123,N/A,N/A,N/A,-2455,668,N/A,110,2
3140,N/A,N/A,N/A,-1745,1395,N/A,102,3
3057,N/A,N/A,N/A,-1825,1232,N/A,102,5
3118,N/A,N/A,N/A,-1897,1221,N/A,118,2
3048,N/A,N/A,N/A,-2599,449,N/A,100,2
3080,N/A,N/A,N/A,-2348,732,N/A,105,4
3093,N/A,N/A,N/A,-2499,594,N/A,110,3
3008,N/A,N/A,N/A,-1366,1642,N/A,105,2
3067,N/A,N/A,N/A,-1417,1650,N/A,123,3
3078,N/A,N/A,N/A,-2434,644,N/A,115,5
3025,N/A,N/A,N/A,-2594,431,N/A,124,5
3074,N/A,N/A,N/A,-2740,334,N/A,103,4
3149,N/A,N/A,N/A,-1671,1478,N/A,118,4
3041,N/A,N/A,N/A,-2614,427,N/A,117,2
3000,N/A,N/A,N/A,-1658,1342,N/A,122,5
3053,N/A,N/A,N/A,-1187,1866,N/A,101,2
3082,N/A,N/A,N/A,-1279,1803,N/A,128,3
3112,N/A,N/A,N/A,-1156,1956,N/A,127,1
3110,N/A,N/A,N/A,-1146,1964,N/A,118,1
3045,N/A,N/A,N/A,-2204,841,N/A,102,5
3034,N/A,N/A,N/A,-1446,1588,N/A,113,5
3120,N/A,N/A,N/A,-1416,1704,N/A,105,5
3041,N/A,N/A,N/A,-2493,548,N/A,129,0
3011,N/A,N/A,N/A,-1372,1639,N/A,117,2
3084,N/A,N/A,N/A,-2498,586,N/A,110,3
3074,N/A,N/A,N/A,-1753,1321,N/A,113,1
3098,N/A,N/A,N/A,-1162,1936,N/A,128,2
3067,N/A,N/A,N/A,-1780,1287,N/A,104,2
3117,N/A,N/A,N/A,-1221,1896,N/A,117,2
3129,N/A,N/A,N/A,-1699,1430,N/A,112,1
3019,N/A,N/A,N/A,-2300,719,N/A,108,5
3143,N/A,N/A,N/A,-2164,979,N/A,125,1
3011,N/A,N/A,N/A,-1080,1931,N/A,123,4
3109,N/A,N/A,N/A,-1488,1621,N/A,103,0
3141,N/A,N/A,N/A,-1224,1917,N/A,126,3
3022,N/A,N/A,N/A,-1687,1335,N/A,129,4
3079,N/A,N/A,N/A,-1361,1718,N/A,119,2
3053,N/A,N/A,N/A,-1320,1733,N/A,127,2
3106,N/A,N/A,N/A,-2159,947,N/A,111,4
3078,N/A,N/A,N/A,-1681,1397,N/A,100,4
3114,N/A,N/A,N/A,-1972,1142,N/A,121,1
3064,N/A,N/A,N/A,-1111,1953,N/A,110,5
3041,N/A,N/A,N/A,-1600,1441,N/A,128,3
3063,N/A,N/A,N/A,-1196,1867,N/A,111,1
3069,N/A,N/A,N/A,-1289,1780,N/A,118,4
3070,N/A,N/A,N/A,-1237,1833,N/A,116,2
3145,N/A,N/A,N/A,-1862,1283,N/A,115,2
3020,N/A,N/A,N/A,-2366,654,N/A,109,5
3097,N/A,N/A,N/A,-2077,1020,N/A,125,1
3096,N/A,N/A,N/A,-2472,624,N/A,101,5
3086,N/A,N/A,N/A,-1890,1196,N/A,117,2
3036,N/A,N/A,N/A,-1435,1601,N/A,125,4
3059,N/A,N/A,N/A,-2504,555,N/A,124,2
3020,N/A,N/A,N/A,-1039,1981,N/A,128,0
3077,N/A,N/A,N/A,-1476,1601,N/A,118,0
3068,N/A,N/A,N/A,-2518,550,N/A,123,2
3078,N/A,N/A,N/A,-1381,1697,N/A,102,2
3104,N/A,N/A,N/A,-1418,1686,N/A,111,2
3085,N/A,N/A,N/A,-1188,1897,N/A,105,1
3045,N/A,N/A,N/A,-1528,1517,N/A,127,4
3125,N/A,N/A,N/A,-1740,1385,N/A,104,5
3095,N/A,N/A,N/A,-2200,895,N/A,103,5
3114,N/A,N/A,N/A,-2139,975,N/A,114,0
3117,N/A,N/A,N/A,-1400,1717,N/A,129,2
3088,N/A,N/A,N/A,-1745,1343,N/A,114,4
3105,N/A,N/A,N/A,-2319,786,N/A,104,2
3036,N/A,N/A,N/A,-1259,1777,N/A,121,1
3108,N/A,N/A,N/A,-2518,590,N/A,122,2
3020,N/A,N/A,N/A,-1427,1593,N/A,125,5
3048,N/A,N/A,N/A,-2025,1023,N/A,115,3
3018,N/A,N/A,N/A,-1916,1102,N/A,120,2
3147,N/A,N/A,N/A,-1957,1190,N/A,116,3
3131,N/A,N/A,N/A,-2172,959,N/A,122,1
3140,N/A,N/A,N/A,-2758,382,N/A,123,4
3003,N/A,N/A,N/A,-2071,932,N/A,120,4
3105,N/A,N/A,N/A,-1262,1843,N/A,121,0
3106,N/A,N/A,N/A,-2639,467,N/A,122,5
3095,N/A,N/A,N/A,-1656,1439,N/A,115,3
3149,N/A,N/A,N/A,-2113,1036,N/A,128,1
3149,N/A,N/A,N/A,-2749,400,N/A,113,2
3092,N/A,N/A,N/A,-2392,700,N/A,100,4
3025,N/A,N/A,N/A,-1588,1437,N/A,126,4
3103,N/A,N/A,N/A,-1519,1584,N/A,124,2
3105,N/A,N/A,N/A,-1871,1234,N/A,109,4
3046,N/A,N/A,N/A,-1310,1736,N/A,100,2
3119,N/A,N/A,N/A,-1157,1962,N/A,120,4
3026,N/A,N/A,N/A,-2578,448,N/A,102,2
3088,N/A,N/A,N/A,-2273,815,N/A,110,0
3031,N/A,N/A,N/A,-1613,1418,N/A,105,1
3147,N/A,N/A,N/A,-2225,922,N/A,119,5
3013,N/A,N/A,N/A,-2642,371,N/A,102,3
3133,N/A,N/A,N/A,-1475,1658,N/A,115,5
3021,N/A,N/A,N/A,-1491,1530,N/A,109,1
3059,N/A,N/A,N/A,-2751,308,N/A,111,0
3149,N/A,N/A,N/A,-2306,843,N/A,108,3
3128,N/A,N/A,N/A,-2368,760,N/A,114,3
3070,N/A,N/A,N/A,-2153,917,N/A,110,3
3071,N/A,N/A,N/A,-1444,1627,N/A,115,3
3024,N/A,N/A,N/A,-2268,756,N/A,124,3
3137,N/A,N/A,N/A,-1261,1876,N/A,101,4
3080,N/A,N/A,N/A,-2483,597,N/A,102,3
3035,N/A,N/A,N/A,-2071,964,N/A,116,2
3127,N/A,N/A,N/A,-2009,1118,N/A,113,1
3067,N/A,N/A,N/A,-2025,1042,N/A,109,4
3142,N/A,N/A,N/A,-2012,1130,N/A,118,4
3004,N/A,N/A,N/A,-2148,856,N/A,128,3
3133,N/A,N/A,N/A,-2669,464,N/A,100,0
3047,N/A,N/A,N/A,-2233,814,N/A,120,4
3002,N/A,N/A,N/A,-1397,1605,N/A,100,1
3018,N/A,N/A,N/A,-2509,509,N/A,100,0
3062,N/A,N/A,N/A,-1243,1819,N/A,108,5
3121,N/A,N/A,N/A,-2674,447,N/A,111,1
3028,N/A,N/A,N/A,-2692,336,N/A,119,3
3081,N/A,N/A,N/A,-1790,1291,N/A,109,1
3008,N/A,N/A,N/A,-1318,1690,N/A,122,2
3010,N/A,N/A,N/A,-1401,1609,N/A,129,0
3098,N/A,N/A,N/A,-2020,1078,N/A,124,3
3018,N/A,N/A,N/A,-1560,1458,N/A,104,5
3082,N/A,N/A,N/A,-2304,778,N/A,127,1
3034,N/A,N/A,N/A,-2733,301,N/A,104,4
3088,N/A,N/A,N/A,-1596,1492,N/A,120,5
3148,N/A,N/A,N/A,-1290,1858,N/A,128,2
3031,N/A,N/A,N/A,-1570,1461,N/A,118,0
3068,N/A,N/A,N/A,-1865,1203,N/A,129,3
3136,N/A,N/A,N/A,-2503,633,N/A,101,5
3011,N/A,N/A,N/A,-2013,998,N/A,128,2
3088,N/A,N/A,N/A,-1565,1523,N/A,110,0
3130,N/A,N/A,N/A,-1517,1613,N/A,125,5
3048,N/A,N/A,N/A,-2286,762,N/A,120,1
3075,N/A,N/A,N/A,-1627,1448,N/A,109,4
3109,N/A,N/A,N/A,-2494,615,N/A,103,3
3046,N/A,N/A,N/A,-2638,408,N/A,104,0
3075,N/A,N/A,N/A,-1444,1631,N/A,127,2
3092,N/A,N/A,N/A,-2119,973,N/A,101,5
3087,N/A,N/A,N/A,-2494,593,N/A,105,1
3061,N/A,N/A,N/A,-2167,894,N/A,111,4
3012,N/A,N/A,N/A,-1435,1577,N/A,103,4
3125,N/A,N/A,N/A,-1883,1242,N/A,121,3
3067,N/A,N/A,N/A,-1825,1242,N/A,112,0
3120,N/A,N/A,N/A,-1655,1465,N/A,114,4
3086,N/A,N/A,N/A,-1510,1576,N/A,126,4
3033,N/A,N/A,N/A,-2434,599,N/A,108,5
3076,N/A,N/A,N/A,-1483,1593,N/A,108,5
3004,N/A,N/A,N/A,-1349,1655,N/A,121,3
3019,N/A,N/A,N/A,-2350,669,N/A,125,5
3070,N/A,N/A,N/A,-1369,1701,N/A,129,2
3029,N/A,N/A,N/A,-1172,1857,N/A,115,3
3080,N/A,N/A,N/A,-2465,615,N/A,112,5
3131,N/A,N/A,N/A,-1454,1677,N/A,122,2
3070,N/A,N/A,N/A,-1652,1418,N/A,111,0
3088,N/A,N/A,N/A,-2751,337,N/A,102,3
3001,N/A,N/A,N/A,-1004,1997,N/A,113,4
3058,N/A,N/A,N/A,-2002,1056,N/A,128,2
3025,N/A,N/A,N/A,-1686,1339,N/A,102,4
3124,N/A,N/A,N/A,-2803,321,N/A,108,3
3080,N/A,N/A,N/A,-1375,1705,N/A,117,0
3054,N/A,N/A,N/A,-2060,994,N/A,121,1
3034,N/A,N/A,N/A,-2603,431,N/A,127,3
3045,N/A,N/A,N/A,-1768,1277,N/A,126,5
3038,N/A,N/A,N/A,-1942,1096,N/A,110,2
3030,N/A,N/A,N/A,-2463,567,N/A,109,1
3069,N/A,N/A,N/A,-1134,1935,N/A,115,4
3143,N/A,N/A,N/A,-2241,902,N/A,119,5
3061,N/A,N/A,N/A,-1509,1552,N/A,105,0
3093,N/A,N/A,N/A,-2433,660,N/A,126,0
3026,N/A,N/A,N/A,-1599,1427,N/A,107,2
3116,N/A,N/A,N/A,-2094,1022,N/A,125,5
3069,N/A,N/A,N/A,-1527,1542,N/A,101,5
3033,N/A,N/A,N/A,-1271,1762,N/A,125,3
3094,N/A,N/A,N/A,-2510,584,N/A,127,3
3027,N/A,N/A,N/A,-1641,1386,N/A,105,1
3082,N/A,N/A,N/A,-1913,1169,N/A,124,0
3094,N/A,N/A,N/A,-2019,1075,N/A,105,5
3108,N/A,N/A,N/A,-1512,1596,N/A,122,3
3055,N/A,N/A,N/A,-2062,993,N/A,129,5
3045,N/A,N/A,N/A,-2005,1040,N/A,103,2
3051,N/A,N/A,N/A,-2693,358,N/A,117,5
3105,N/A,N/A,N/A,-1596,1509,N/A,110,3
3032,N/A,N/A,N/A,-2190,842,N/A,121,5
3133,N/A,N/A,N/A,-1543,1590,N/A,109,3
3149,N/A,N/A,N/A,-1801,1348,N/A,123,0
3087,N/A,N/A,N/A,-2528,559,N/A,101,5
3031,N/A,N/A,N/A,-1647,1384,N/A,107,1
3133,N/A,N/A,N/A,-2314,819,N/A,107,2
3094,N/A,N/A,N/A,-2117,977,N/A,113,4
3112,N/A,N/A,N/A,-2048,1064,N/A,113,4
3033,N/A,N/A,N/A,-1833,1200,N/A,123,1
3137,N/A,N/A,N/A,-1443,1694,N/A,114,0
3041,N/A,N/A,N/A,-1805,1236,N/A,114,0
3148,N/A,N/A,N/A,-1760,1388,N/A,121,3
3145,N/A,N/A,N/A,-1418,1727,N/A,115,0
3022,N/A,N/A,N/A,-2526,496,N/A,104,0
3092,N/A,N/A,N/A,-1586,1506,N/A,103,1
3146,N/A,N/A,N/A,-1166,1980,N/A,118,3
3148,N/A,N/A,N/A,-1670,1478,N/A,116,1
3019,N/A,N/A,N/A,-2612,407,N/A,120,4
3091,N/A,N/A,N/A,-1957,1134,N/A,107,2
3103,N/A,N/A,N/A,-2519,584,N/A,127,1
3149,N/A,N/A,N/A,-2716,433,N/A,124,2
3113,N/A,N/A,N/A,-1929,1184,N/A,107,1
3055,N/A,N/A,N/A,-2076,979,N/A,106,0
